gender,SeniorCitizen,tenure,PhoneService,PaymentMethod,StreamingTV,MonthlyCharges,Churn
Female,0,72,No,Electronic check,Yes,54.2,Yes
Male,0,52,No,Bank transfer (automatic),No,44.25,No
Female,0,41,Yes,Bank transfer (automatic),No,50.05,No
Male,0,41,Yes,Mailed check,No internet service,20.15,No
Female,0,6,Yes,Mailed check,No,69.25,Yes
Male,0,67,Yes,Credit card (automatic),No,69.35,No
Female,0,16,Yes,Mailed check,No internet service,19.35,No
Male,0,17,Yes,Mailed check,No internet service,19.15,No
Male,0,35,Yes,Mailed check,No,61.0,No
Female,0,58,Yes,Credit card (automatic),No internet service,20.5,No
Male,0,1,Yes,Electronic check,No,50.5,Yes
Male,0,52,No,Mailed check,Yes,50.2,No
Female,0,70,Yes,Bank transfer (automatic),Yes,79.6,No
Female,0,19,Yes,Bank transfer (automatic),No internet service,24.9,No
Male,1,1,Yes,Electronic check,No,74.4,Yes
Female,0,35,Yes,Electronic check,Yes,106.9,No
Female,0,32,Yes,Electronic check,Yes,101.35,No
Female,0,17,Yes,Credit card (automatic),No,55.35,No
Female,0,67,Yes,Credit card (automatic),No,50.55,No
Female,0,9,Yes,Bank transfer (automatic),No internet service,19.5,No
Male,0,31,Yes,Mailed check,Yes,79.45,Yes
Male,0,4,Yes,Electronic check,Yes,90.65,No
Male,1,58,Yes,Bank transfer (automatic),No,89.85,No
Male,0,60,Yes,Mailed check,Yes,79.0,No
Male,0,58,Yes,Electronic check,Yes,104.65,Yes
Male,0,1,Yes,Mailed check,No internet service,19.55,No
Female,0,27,Yes,Mailed check,No internet service,19.9,No
Male,1,66,Yes,Electronic check,Yes,116.25,No
Male,0,15,Yes,Bank transfer (automatic),Yes,87.75,No
Male,1,47,Yes,Electronic check,Yes,100.05,Yes
Female,0,41,Yes,Credit card (automatic),No,81.3,No
Male,0,59,No,Electronic check,Yes,44.3,No
Female,0,50,Yes,Credit card (automatic),No,70.35,No
Male,0,17,No,Credit card (automatic),Yes,44.45,No
Male,0,6,Yes,Electronic check,No,49.15,No
Male,1,51,No,Credit card (automatic),No,29.45,No
Male,0,44,Yes,Electronic check,Yes,100.55,Yes
Male,0,49,Yes,Credit card (automatic),Yes,85.3,No
Male,0,2,Yes,Electronic check,Yes,95.65,Yes
Male,0,59,Yes,Mailed check,No,69.1,No
Male,1,50,Yes,Bank transfer (automatic),Yes,70.35,No
Female,0,59,Yes,Mailed check,No internet service,20.6,No
Male,0,18,Yes,Mailed check,No,74.15,No
Male,0,10,Yes,Electronic check,No,75.05,No
Male,0,14,Yes,Electronic check,No,44.6,No
Male,0,35,Yes,Bank transfer (automatic),No internet service,21.45,No
Male,0,8,Yes,Mailed check,No,43.45,No
Male,0,18,Yes,Bank transfer (automatic),No internet service,20.05,No
Female,0,60,Yes,Bank transfer (automatic),Yes,94.15,No
Female,0,1,Yes,Electronic check,Yes,94.4,Yes
Female,0,6,Yes,Mailed check,No internet service,19.55,No
Female,0,19,Yes,Mailed check,Yes,75.9,No
Male,0,53,Yes,Bank transfer (automatic),No,64.15,No
Male,1,72,Yes,Bank transfer (automatic),Yes,109.55,No
Female,0,60,Yes,Credit card (automatic),Yes,110.8,No
Female,0,1,Yes,Credit card (automatic),Yes,55.0,Yes
Female,0,13,Yes,Mailed check,No,53.45,No
Female,0,5,Yes,Credit card (automatic),No,69.95,No
Male,0,1,Yes,Electronic check,Yes,101.45,Yes
Male,0,13,Yes,Electronic check,Yes,97.0,No
Male,0,37,Yes,Bank transfer (automatic),Yes,90.6,No
Male,0,64,Yes,Mailed check,No,73.55,No
Female,0,5,Yes,Bank transfer (automatic),Yes,67.95,Yes
Female,0,61,Yes,Bank transfer (automatic),No,94.35,No
Female,0,1,Yes,Electronic check,No,69.5,Yes
Male,0,1,Yes,Mailed check,No internet service,18.85,Yes
Male,0,26,Yes,Mailed check,No internet service,19.4,No
Female,0,1,Yes,Electronic check,No,69.2,Yes
Male,0,24,Yes,Mailed check,No internet service,19.75,No
Male,0,17,No,Electronic check,Yes,54.6,No
Female,0,26,No,Mailed check,No,29.8,No
Male,0,1,Yes,Electronic check,No,69.65,Yes
Male,1,40,Yes,Electronic check,Yes,101.85,Yes
Male,0,52,Yes,Electronic check,Yes,103.05,No
Female,0,1,Yes,Electronic check,No,82.3,Yes
Male,0,1,Yes,Mailed check,No internet service,20.3,No
Female,0,21,No,Mailed check,No,35.1,No
Female,0,67,Yes,Bank transfer (automatic),Yes,105.7,No
Female,0,44,Yes,Bank transfer (automatic),No,56.25,No
Male,0,70,No,Electronic check,Yes,60.35,No
Male,0,3,Yes,Electronic check,Yes,79.25,Yes
Male,0,56,Yes,Bank transfer (automatic),No,59.8,No
Female,0,13,Yes,Electronic check,No,84.6,Yes
Female,0,58,Yes,Bank transfer (automatic),No,93.4,Yes
Female,0,42,Yes,Electronic check,Yes,94.2,Yes
Male,1,1,No,Electronic check,No,25.05,Yes
Female,0,46,Yes,Mailed check,No,99.65,No
Female,0,63,Yes,Bank transfer (automatic),No,50.65,No
Male,0,11,Yes,Electronic check,No,60.9,No
Male,0,15,Yes,Bank transfer (automatic),No,59.65,No
Male,0,72,No,Electronic check,Yes,64.7,No
Female,0,29,No,Credit card (automatic),No,25.1,Yes
Male,0,1,Yes,Electronic check,No,48.95,Yes
Female,0,6,Yes,Electronic check,Yes,54.85,No
Male,0,1,Yes,Electronic check,No,45.3,Yes
Male,0,63,Yes,Electronic check,No,91.35,No
Male,0,2,Yes,Electronic check,No,85.85,Yes
Female,0,18,Yes,Mailed check,No internet service,25.1,No
Female,0,43,No,Bank transfer (automatic),No,34.0,No
Female,0,15,No,Mailed check,No,45.9,No
Male,0,10,Yes,Electronic check,Yes,95.2,Yes
Male,0,55,Yes,Mailed check,No internet service,20.5,No
Male,0,49,Yes,Bank transfer (automatic),Yes,100.6,Yes
Male,0,6,Yes,Mailed check,No,55.3,Yes
Male,0,70,Yes,Credit card (automatic),No internet service,20.35,No
Male,1,2,Yes,Mailed check,No,74.85,Yes
Male,1,63,No,Bank transfer (automatic),No,36.1,No
Female,0,25,Yes,Bank transfer (automatic),No,65.8,No
Female,1,18,Yes,Bank transfer (automatic),No internet service,20.35,No
Male,1,28,Yes,Electronic check,Yes,105.8,No
Female,1,53,Yes,Mailed check,No,96.75,No
Male,0,35,Yes,Bank transfer (automatic),Yes,102.35,Yes
Male,0,1,No,Mailed check,No,24.4,No
Male,0,70,Yes,Credit card (automatic),Yes,115.65,Yes
Male,0,2,Yes,Electronic check,No,79.85,Yes
Female,0,26,Yes,Electronic check,Yes,73.05,No
Female,0,34,Yes,Electronic check,No,64.35,No
Female,0,19,Yes,Mailed check,No internet service,20.5,No
Male,0,15,Yes,Mailed check,No,76.0,Yes
Female,0,62,Yes,Credit card (automatic),No,54.75,No
Female,1,42,Yes,Bank transfer (automatic),Yes,104.75,Yes
Female,0,9,Yes,Electronic check,Yes,74.65,Yes
Male,0,24,Yes,Electronic check,No,51.15,No
Male,1,68,No,Electronic check,No,41.95,No
Male,0,31,Yes,Mailed check,No,54.35,No
Female,0,1,Yes,Electronic check,No,56.25,Yes
Male,0,21,Yes,Electronic check,Yes,106.1,Yes
Female,0,63,Yes,Electronic check,Yes,96.0,No
Female,1,2,Yes,Bank transfer (automatic),No,79.75,Yes
Female,0,61,No,Bank transfer (automatic),Yes,61.45,No
Female,0,1,Yes,Electronic check,No,68.65,Yes
Male,0,18,Yes,Mailed check,No internet service,19.65,No
Female,0,6,Yes,Credit card (automatic),No internet service,19.0,No
Female,0,33,Yes,Electronic check,Yes,100.0,No
Male,0,16,Yes,Bank transfer (automatic),No internet service,20.25,Yes
Female,0,56,Yes,Electronic check,Yes,98.7,No
Male,0,23,Yes,Mailed check,No internet service,19.8,No
Male,0,9,Yes,Electronic check,No,73.8,No
Female,1,14,Yes,Electronic check,Yes,100.2,Yes
Male,0,15,Yes,Bank transfer (automatic),No,74.9,Yes
Male,0,5,Yes,Credit card (automatic),No internet service,20.05,No
Male,0,61,Yes,Electronic check,Yes,106.2,No
Male,0,70,Yes,Credit card (automatic),Yes,116.55,No
Male,0,15,Yes,Electronic check,Yes,99.7,No
Male,0,8,Yes,Mailed check,No internet service,19.7,No
Female,0,8,Yes,Mailed check,No internet service,19.5,No
Female,0,4,No,Mailed check,No,29.15,No
Female,0,34,Yes,Mailed check,No,55.0,No
Male,0,68,Yes,Credit card (automatic),Yes,90.8,No
Female,0,45,No,Bank transfer (automatic),No,51.0,No
Female,1,9,Yes,Electronic check,Yes,90.1,No
Female,0,22,Yes,Mailed check,No,59.05,No
Female,0,2,Yes,Mailed check,No internet service,20.3,No
Male,0,70,Yes,Bank transfer (automatic),Yes,72.95,No
Female,0,10,Yes,Credit card (automatic),No,73.55,No
Male,0,72,Yes,Credit card (automatic),Yes,84.3,No
Female,0,49,Yes,Credit card (automatic),Yes,78.0,No
Female,1,54,Yes,Mailed check,Yes,72.1,No
Female,0,71,Yes,Credit card (automatic),Yes,106.75,No
Female,0,22,Yes,Mailed check,No internet service,19.25,No
Female,0,50,Yes,Credit card (automatic),No internet service,20.55,No
Female,0,43,Yes,Mailed check,No internet service,20.0,No
Female,0,45,Yes,Credit card (automatic),No internet service,24.65,No
Male,1,64,Yes,Bank transfer (automatic),Yes,103.5,No
Female,0,23,Yes,Mailed check,No internet service,23.85,No
Female,0,68,Yes,Credit card (automatic),No internet service,25.8,No
Female,0,1,Yes,Electronic check,No,70.85,Yes
Male,0,2,Yes,Credit card (automatic),No,69.8,Yes
Male,0,26,Yes,Credit card (automatic),Yes,59.45,No
Male,0,55,No,Bank transfer (automatic),Yes,54.55,Yes
Male,0,14,Yes,Electronic check,No internet service,20.05,No
Male,0,71,Yes,Electronic check,Yes,82.55,No
Male,0,64,Yes,Electronic check,Yes,81.25,No
Female,0,7,Yes,Credit card (automatic),Yes,70.75,Yes
Female,0,57,Yes,Credit card (automatic),Yes,74.3,No
Female,0,13,Yes,Electronic check,Yes,94.1,Yes
Female,0,3,No,Credit card (automatic),No,29.7,Yes
Male,1,72,Yes,Credit card (automatic),Yes,109.7,No
Female,0,40,Yes,Credit card (automatic),Yes,96.35,No
Male,0,14,Yes,Credit card (automatic),Yes,66.6,No
Male,0,2,Yes,Electronic check,No,44.5,No
Male,1,66,Yes,Credit card (automatic),Yes,110.9,Yes
Female,0,38,Yes,Electronic check,Yes,105.0,Yes
Male,0,1,No,Electronic check,No,25.3,Yes
Male,0,22,Yes,Credit card (automatic),No,55.15,Yes
Male,0,1,Yes,Mailed check,No internet service,20.1,Yes
Male,0,5,Yes,Mailed check,Yes,80.1,No
Male,0,29,Yes,Bank transfer (automatic),Yes,69.05,No
Male,0,1,Yes,Mailed check,No,69.9,Yes
Female,0,3,Yes,Mailed check,No internet service,20.4,No
Male,0,71,Yes,Credit card (automatic),No internet service,19.7,No
Male,0,9,Yes,Electronic check,No,50.1,No
Male,0,43,Yes,Electronic check,Yes,101.4,Yes
Female,0,48,Yes,Credit card (automatic),Yes,83.45,No
Male,0,26,Yes,Credit card (automatic),No,86.65,No
Female,0,9,Yes,Bank transfer (automatic),No internet service,20.15,No
Male,0,1,Yes,Electronic check,No,80.8,Yes
Female,0,46,Yes,Credit card (automatic),No internet service,19.4,No
Male,0,2,Yes,Bank transfer (automatic),No,62.05,Yes
Male,1,1,Yes,Electronic check,No,76.45,Yes
Male,0,64,No,Bank transfer (automatic),Yes,60.05,No
Female,1,12,Yes,Electronic check,Yes,91.3,Yes
Male,1,6,Yes,Electronic check,Yes,95.75,Yes
Female,0,59,Yes,Mailed check,No internet service,20.35,No
Female,0,7,Yes,Mailed check,Yes,94.05,No
Female,1,72,Yes,Credit card (automatic),Yes,84.1,No
Male,1,16,Yes,Electronic check,No,78.75,No
Male,0,25,Yes,Credit card (automatic),No,55.55,No
Female,0,34,Yes,Electronic check,No,62.65,Yes
Female,0,1,Yes,Electronic check,No,74.5,Yes
Female,0,10,Yes,Credit card (automatic),Yes,102.1,Yes
Male,0,24,Yes,Mailed check,No internet service,20.1,No
Female,0,10,Yes,Electronic check,Yes,70.3,No
Male,0,69,Yes,Credit card (automatic),No,53.65,No
Male,0,57,Yes,Mailed check,No internet service,20.75,No
Male,0,50,Yes,Bank transfer (automatic),Yes,103.4,No
Male,0,28,No,Mailed check,Yes,50.8,No
Female,0,16,Yes,Electronic check,No,50.15,Yes
Male,0,25,Yes,Mailed check,Yes,79.0,No
Female,1,3,Yes,Bank transfer (automatic),No,74.6,No
Male,0,61,Yes,Bank transfer (automatic),Yes,96.5,No
Female,0,2,Yes,Mailed check,No internet service,20.1,No
Male,0,51,Yes,Mailed check,No internet service,19.4,No
Female,0,71,Yes,Credit card (automatic),Yes,77.55,No
Female,0,20,Yes,Mailed check,No internet service,20.05,No
Male,0,6,Yes,Credit card (automatic),No internet service,19.85,No
Female,0,6,Yes,Mailed check,No internet service,20.2,No
Female,0,29,Yes,Mailed check,No,67.45,No
Male,0,36,Yes,Credit card (automatic),No internet service,18.55,No
Female,0,28,No,Mailed check,No,29.75,No
Female,0,7,Yes,Electronic check,Yes,86.5,Yes
Female,0,63,Yes,Mailed check,No internet service,24.2,No
Male,0,48,Yes,Mailed check,No internet service,23.55,No
Female,0,49,Yes,Bank transfer (automatic),No internet service,20.45,No
Male,1,27,Yes,Electronic check,No,81.45,Yes
Male,0,72,Yes,Credit card (automatic),Yes,92.3,No
Male,0,1,Yes,Electronic check,No,69.15,Yes
Female,0,72,No,Credit card (automatic),Yes,53.65,No
Female,0,47,No,Credit card (automatic),No,39.65,No
Female,0,1,Yes,Electronic check,Yes,54.65,No
Female,0,36,Yes,Bank transfer (automatic),Yes,104.8,No
Male,0,43,No,Credit card (automatic),No,29.3,No
Female,1,27,Yes,Electronic check,Yes,83.85,No
Female,0,9,Yes,Electronic check,No,79.55,Yes
Female,0,38,Yes,Electronic check,Yes,103.65,No
Female,1,35,Yes,Electronic check,Yes,99.05,No
Female,0,0,Yes,Mailed check,Yes,73.35,No
Female,0,59,Yes,Mailed check,Yes,100.05,No
Male,0,27,Yes,Credit card (automatic),No internet service,20.35,No
Female,1,2,Yes,Electronic check,No,43.95,No
Male,0,7,Yes,Mailed check,No internet service,23.5,No
Female,0,36,Yes,Mailed check,No,70.7,No
Female,0,41,Yes,Bank transfer (automatic),Yes,94.3,No
Female,0,13,No,Electronic check,No,29.15,No
Male,0,19,Yes,Credit card (automatic),No internet service,20.85,No
Female,0,60,No,Bank transfer (automatic),No,37.7,No
Female,0,48,Yes,Mailed check,Yes,95.5,Yes
Male,1,3,Yes,Electronic check,Yes,91.05,Yes
Male,0,69,Yes,Mailed check,Yes,92.45,No
Male,0,43,No,Electronic check,No,44.15,No
Female,0,11,No,Mailed check,No,36.05,No
Female,0,45,Yes,Credit card (automatic),No,50.25,No
Male,0,72,Yes,Credit card (automatic),Yes,109.75,No
Female,1,2,Yes,Electronic check,No,79.2,Yes
Female,0,12,Yes,Bank transfer (automatic),No internet service,20.3,No
Female,0,67,Yes,Credit card (automatic),Yes,112.35,No
Male,0,37,Yes,Mailed check,Yes,94.3,No
Female,0,39,No,Bank transfer (automatic),No,41.15,No
Female,0,41,Yes,Bank transfer (automatic),No,74.65,No
Female,0,25,No,Electronic check,Yes,48.25,No
Male,0,8,Yes,Credit card (automatic),No,76.15,No
Female,0,71,Yes,Mailed check,No,71.1,No
Male,0,5,Yes,Electronic check,No,96.55,No
Female,0,30,Yes,Credit card (automatic),Yes,79.3,No
Male,0,40,Yes,Credit card (automatic),No,89.6,No
Female,0,54,Yes,Mailed check,No internet service,20.5,No
Male,0,72,Yes,Bank transfer (automatic),Yes,106.3,No
Male,0,28,Yes,Bank transfer (automatic),Yes,100.35,No
Male,0,18,Yes,Electronic check,No,85.6,No
Female,0,2,No,Electronic check,Yes,45.25,Yes
Female,0,59,Yes,Electronic check,Yes,106.15,No
Male,0,22,Yes,Electronic check,No,51.1,No
Female,0,1,Yes,Mailed check,No internet service,19.9,No
Female,1,72,Yes,Credit card (automatic),No internet service,25.7,No
Female,1,14,Yes,Electronic check,No,74.3,Yes
Male,0,50,Yes,Electronic check,Yes,99.4,No
Female,0,48,Yes,Bank transfer (automatic),Yes,69.7,No
Female,0,49,Yes,Electronic check,Yes,98.35,No
Male,0,28,Yes,Electronic check,Yes,85.45,No
Male,1,68,Yes,Electronic check,No,95.9,No
Male,0,13,Yes,Electronic check,Yes,100.75,No
Female,0,11,Yes,Electronic check,Yes,89.2,No
Female,0,3,Yes,Credit card (automatic),No,74.1,Yes
Male,1,57,Yes,Electronic check,Yes,100.6,Yes
Male,0,3,Yes,Mailed check,No,75.0,Yes
Male,0,72,Yes,Credit card (automatic),No internet service,25.75,No
Male,0,70,Yes,Electronic check,Yes,84.1,No
Female,0,49,Yes,Bank transfer (automatic),Yes,79.3,No
Female,1,67,Yes,Credit card (automatic),Yes,107.05,No
Male,0,46,Yes,Bank transfer (automatic),No internet service,20.05,No
Female,1,64,Yes,Credit card (automatic),Yes,70.2,Yes
Female,0,37,Yes,Bank transfer (automatic),No internet service,19.5,No
Female,1,2,Yes,Electronic check,No,70.75,Yes
Female,1,13,No,Electronic check,Yes,45.3,No
Female,0,72,Yes,Electronic check,Yes,115.15,No
Male,0,68,Yes,Bank transfer (automatic),Yes,72.95,No
Male,0,15,Yes,Mailed check,No internet service,19.65,No
Female,0,24,Yes,Bank transfer (automatic),No internet service,19.55,No
Female,0,24,Yes,Electronic check,No,89.55,No
Male,0,27,Yes,Mailed check,No,50.35,No
Male,0,12,Yes,Bank transfer (automatic),No,50.25,Yes
Female,0,71,Yes,Credit card (automatic),Yes,87.25,No
Male,0,67,Yes,Mailed check,No internet service,20.8,No
Female,0,63,Yes,Bank transfer (automatic),Yes,109.25,No
Male,0,1,Yes,Mailed check,No internet service,20.35,No
Male,0,4,Yes,Electronic check,No,55.9,No
Female,1,40,Yes,Credit card (automatic),No,79.2,Yes
Female,0,12,Yes,Electronic check,Yes,96.0,Yes
Male,0,52,Yes,Electronic check,Yes,79.2,No
Male,0,10,Yes,Electronic check,No internet service,24.0,No
Male,0,68,Yes,Bank transfer (automatic),Yes,101.35,No
Female,0,54,Yes,Electronic check,Yes,100.1,Yes
Female,0,4,Yes,Mailed check,No,56.5,Yes
Female,0,52,No,Mailed check,No,35.45,No
Female,1,1,Yes,Electronic check,No,85.0,Yes
Male,0,70,Yes,Bank transfer (automatic),Yes,79.4,No
Male,0,43,No,Credit card (automatic),No,35.2,No
Male,0,52,Yes,Mailed check,No internet service,19.65,No
Female,0,12,No,Mailed check,No,49.85,No
Female,0,56,Yes,Bank transfer (automatic),No,68.75,No
Male,0,0,Yes,Bank transfer (automatic),No,61.9,No
Male,0,42,Yes,Electronic check,No,79.9,No
Male,1,22,Yes,Bank transfer (automatic),Yes,89.75,No
Male,0,51,No,Electronic check,Yes,59.3,Yes
Male,0,27,Yes,Credit card (automatic),No internet service,19.4,No
Male,1,51,Yes,Bank transfer (automatic),No,93.65,No
Male,0,4,Yes,Electronic check,No,49.4,Yes
Male,0,1,Yes,Mailed check,No internet service,19.9,No
Male,0,35,Yes,Mailed check,Yes,55.0,Yes
Male,1,71,Yes,Bank transfer (automatic),No,72.9,No
Female,0,1,Yes,Electronic check,No,69.2,Yes
Female,0,69,Yes,Bank transfer (automatic),No internet service,25.6,No
Male,0,14,Yes,Mailed check,No internet service,19.75,No
Male,0,57,Yes,Electronic check,No,55.7,No
Female,0,72,Yes,Credit card (automatic),Yes,117.5,No
Male,0,48,Yes,Credit card (automatic),No internet service,19.85,No
Female,0,4,Yes,Mailed check,Yes,78.9,No
Male,0,31,Yes,Electronic check,No internet service,20.65,No
Male,0,38,Yes,Mailed check,No,62.3,Yes
Male,1,37,Yes,Electronic check,Yes,92.5,Yes
Female,0,1,Yes,Mailed check,No internet service,19.65,No
Male,1,57,Yes,Bank transfer (automatic),Yes,79.75,No
Female,1,62,Yes,Credit card (automatic),Yes,79.95,No
Male,0,3,No,Electronic check,No,29.9,No
Female,0,72,Yes,Mailed check,No internet service,19.75,No
Male,0,29,No,Mailed check,No,45.0,No
Male,0,13,Yes,Bank transfer (automatic),No,44.8,No
Male,0,3,Yes,Electronic check,No,69.65,Yes
Female,0,11,Yes,Electronic check,No,51.1,No
Female,0,21,No,Mailed check,Yes,53.15,No
Female,0,19,Yes,Bank transfer (automatic),No internet service,24.7,No
Male,0,61,Yes,Credit card (automatic),Yes,111.6,Yes
Female,0,11,Yes,Credit card (automatic),No,48.55,Yes
Male,0,35,Yes,Electronic check,Yes,109.95,No
Male,0,25,Yes,Mailed check,No internet service,20.8,No
Female,0,1,Yes,Mailed check,No internet service,20.2,Yes
Female,0,67,Yes,Bank transfer (automatic),No internet service,25.6,No
Male,0,19,No,Electronic check,Yes,39.65,Yes
Male,0,56,Yes,Electronic check,No internet service,24.9,Yes
Male,0,72,Yes,Credit card (automatic),Yes,108.4,No
Male,0,43,Yes,Mailed check,No internet service,19.55,No
Female,0,55,Yes,Electronic check,No,85.1,No
Male,0,2,Yes,Mailed check,No,56.7,Yes
Male,0,27,Yes,Mailed check,No,69.05,No
Female,0,13,Yes,Mailed check,No,70.15,No
Female,0,70,Yes,Mailed check,Yes,111.15,No
Female,0,14,Yes,Mailed check,Yes,105.95,Yes
Female,0,19,Yes,Bank transfer (automatic),No,89.35,No
Female,0,20,Yes,Bank transfer (automatic),Yes,89.1,No
Male,0,43,Yes,Credit card (automatic),No,91.25,No
Male,0,5,Yes,Mailed check,No,90.35,No
Female,1,70,Yes,Bank transfer (automatic),Yes,105.55,No
Female,0,40,Yes,Mailed check,No internet service,19.1,No
Male,0,6,Yes,Credit card (automatic),No internet service,20.4,No
Male,0,39,Yes,Electronic check,Yes,100.45,No
Male,1,4,Yes,Electronic check,No,74.95,Yes
Male,0,15,No,Electronic check,No,29.7,Yes
Male,0,1,No,Electronic check,Yes,50.35,Yes
Female,1,45,Yes,Bank transfer (automatic),No,85.7,No
Female,0,64,No,Electronic check,No,47.85,Yes
Female,1,57,Yes,Credit card (automatic),No,94.0,No
Male,0,72,Yes,Bank transfer (automatic),No,69.85,No
Male,0,1,Yes,Electronic check,No,70.3,Yes
Male,0,72,Yes,Credit card (automatic),No internet service,25.85,No
Female,0,3,Yes,Mailed check,No,71.1,No
Male,1,55,Yes,Electronic check,Yes,98.8,Yes
Female,0,59,Yes,Electronic check,Yes,93.35,No
Female,0,18,Yes,Bank transfer (automatic),Yes,99.85,Yes
Male,1,32,Yes,Credit card (automatic),No,80.3,Yes
Female,0,4,Yes,Bank transfer (automatic),No,50.55,No
Female,1,66,Yes,Credit card (automatic),No,80.45,Yes
Male,0,27,Yes,Electronic check,No,81.3,No
Male,0,4,Yes,Credit card (automatic),No internet service,20.7,No
Male,0,60,Yes,Credit card (automatic),Yes,79.05,No
Female,0,8,Yes,Mailed check,No internet service,19.05,No
Male,0,8,Yes,Credit card (automatic),No internet service,19.6,No
Male,0,35,Yes,Mailed check,No internet service,20.2,No
Male,0,7,Yes,Electronic check,No,86.8,Yes
Female,0,53,Yes,Mailed check,No internet service,20.9,No
Female,1,18,Yes,Credit card (automatic),Yes,103.6,No
Female,0,15,No,Mailed check,No,38.8,No
